ML,Stat,α_sm_s,α_sm_l,α_sm_mid,α_lc,MAPE,Skill,WR,WR_Focus,M50,Label
RF+XGB,RollingMean,0.3,0.8,0.55,0.3,20.52,22.82,64.2,64.8,23,RF+XGB+RollingMean SM=0.3/0.8 LC=0.3
RF+XGB,RollingMean,0.3,0.8,0.55,0.4,20.37,23.65,64.6,64.8,24,RF+XGB+RollingMean SM=0.3/0.8 LC=0.4
RF+XGB,RollingMean,0.3,0.8,0.55,0.5,20.31,23.88,64.0,64.2,24,RF+XGB+RollingMean SM=0.3/0.8 LC=0.5
RF+XGB,RollingMean,0.3,0.8,0.55,0.6,20.35,23.53,63.7,64.0,23,RF+XGB+RollingMean SM=0.3/0.8 LC=0.6
RF+XGB,RollingMean,0.3,0.8,0.55,0.7,20.44,22.72,62.7,63.4,22,RF+XGB+RollingMean SM=0.3/0.8 LC=0.7
RF+XGB,RollingMean,0.3,0.9,0.6,0.2,20.82,20.99,63.7,63.8,23,RF+XGB+RollingMean SM=0.3/0.9 LC=0.2
RF+XGB,RollingMean,0.3,0.9,0.6,0.3,20.56,22.53,63.9,64.4,23,RF+XGB+RollingMean SM=0.3/0.9 LC=0.3
RF+XGB,RollingMean,0.3,0.9,0.6,0.4,20.41,23.37,64.4,64.4,23,RF+XGB+RollingMean SM=0.3/0.9 LC=0.4
RF+XGB,RollingMean,0.3,0.9,0.6,0.5,20.35,23.6,63.7,63.8,23,RF+XGB+RollingMean SM=0.3/0.9 LC=0.5
RF+XGB,RollingMean,0.3,0.9,0.6,0.6,20.39,23.24,63.4,63.6,23,RF+XGB+RollingMean SM=0.3/0.9 LC=0.6
RF+XGB,RollingMean,0.3,0.9,0.6,0.7,20.48,22.44,62.4,63.0,22,RF+XGB+RollingMean SM=0.3/0.9 LC=0.7
RF+XGB,RollingMean,0.3,1.0,0.65,0.2,20.94,20.61,63.5,63.4,23,RF+XGB+RollingMean SM=0.3/1.0 LC=0.2
RF+XGB,RollingMean,0.3,1.0,0.65,0.3,20.68,22.16,63.7,64.0,23,RF+XGB+RollingMean SM=0.3/1.0 LC=0.3
RF+XGB,RollingMean,0.3,1.0,0.65,0.4,20.54,22.99,64.2,64.0,24,RF+XGB+RollingMean SM=0.3/1.0 LC=0.4
RF+XGB,RollingMean,0.3,1.0,0.65,0.5,20.48,23.22,63.6,63.4,24,RF+XGB+RollingMean SM=0.3/1.0 LC=0.5
RF+XGB,RollingMean,0.3,1.0,0.65,0.6,20.51,22.86,63.2,63.2,23,RF+XGB+RollingMean SM=0.3/1.0 LC=0.6
RF+XGB,RollingMean,0.3,1.0,0.65,0.7,20.61,22.06,62.2,62.6,22,RF+XGB+RollingMean SM=0.3/1.0 LC=0.7
RF+XGB,RollingMean,0.4,0.5,0.45,0.2,21.1,21.48,64.5,65.8,25,RF+XGB+RollingMean SM=0.4/0.5 LC=0.2
RF+XGB,RollingMean,0.4,0.5,0.45,0.3,20.84,23.03,64.8,66.5,25,RF+XGB+RollingMean SM=0.4/0.5 LC=0.3
RF+XGB,RollingMean,0.4,0.5,0.45,0.4,20.7,23.86,65.2,66.5,25,RF+XGB+RollingMean SM=0.4/0.5 LC=0.4
RF+XGB,RollingMean,0.4,0.5,0.45,0.5,20.64,24.09,64.6,65.8,25,RF+XGB+RollingMean SM=0.4/0.5 LC=0.5
RF+XGB,RollingMean,0.4,0.5,0.45,0.6,20.67,23.73,64.3,65.6,25,RF+XGB+RollingMean SM=0.4/0.5 LC=0.6
RF+XGB,RollingMean,0.4,0.5,0.45,0.7,20.77,22.93,63.2,65.0,23,RF+XGB+RollingMean SM=0.4/0.5 LC=0.7
RF+XGB,RollingMean,0.4,0.6,0.5,0.2,20.93,21.53,64.6,65.6,25,RF+XGB+RollingMean SM=0.4/0.6 LC=0.2
RF+XGB,RollingMean,0.4,0.6,0.5,0.3,20.67,23.08,64.8,66.3,25,RF+XGB+RollingMean SM=0.4/0.6 LC=0.3
RF+XGB,RollingMean,0.4,0.6,0.5,0.4,20.52,23.91,65.3,66.3,26,RF+XGB+RollingMean SM=0.4/0.6 LC=0.4
RF+XGB,RollingMean,0.4,0.6,0.5,0.5,20.47,24.14,64.6,65.6,26,RF+XGB+RollingMean SM=0.4/0.6 LC=0.5
RF+XGB,RollingMean,0.4,0.6,0.5,0.6,20.5,23.78,64.3,65.4,25,RF+XGB+RollingMean SM=0.4/0.6 LC=0.6
RF+XGB,RollingMean,0.4,0.6,0.5,0.7,20.59,22.98,63.3,64.8,24,RF+XGB+RollingMean SM=0.4/0.6 LC=0.7
RF+XGB,RollingMean,0.4,0.7,0.55,0.2,20.83,21.47,64.2,64.8,23,RF+XGB+RollingMean SM=0.4/0.7 LC=0.2
RF+XGB,RollingMean,0.4,0.7,0.55,0.3,20.57,23.01,64.4,65.4,23,RF+XGB+RollingMean SM=0.4/0.7 LC=0.3
RF+XGB,RollingMean,0.4,0.7,0.55,0.4,20.42,23.85,64.9,65.4,24,RF+XGB+RollingMean SM=0.4/0.7 LC=0.4
RF+XGB,RollingMean,0.4,0.7,0.55,0.5,20.36,24.08,64.3,64.8,24,RF+XGB+RollingMean SM=0.4/0.7 LC=0.5
RF+XGB,RollingMean,0.4,0.7,0.55,0.6,20.39,23.72,63.9,64.6,23,RF+XGB+RollingMean SM=0.4/0.7 LC=0.6
RF+XGB,RollingMean,0.4,0.7,0.55,0.7,20.49,22.91,62.9,64.0,22,RF+XGB+RollingMean SM=0.4/0.7 LC=0.7
RF+XGB,RollingMean,0.4,0.8,0.6,0.2,20.79,21.29,64.0,64.2,23,RF+XGB+RollingMean SM=0.4/0.8 LC=0.2
RF+XGB,RollingMean,0.4,0.8,0.6,0.3,20.53,22.84,64.2,64.8,23,RF+XGB+RollingMean SM=0.4/0.8 LC=0.3
RF+XGB,RollingMean,0.4,0.8,0.6,0.4,20.38,23.67,64.6,64.8,24,RF+XGB+RollingMean SM=0.4/0.8 LC=0.4
RF+XGB,RollingMean,0.4,0.8,0.6,0.5,20.32,23.9,64.0,64.2,24,RF+XGB+RollingMean SM=0.4/0.8 LC=0.5
RF+XGB,RollingMean,0.4,0.8,0.6,0.6,20.35,23.54,63.7,64.0,23,RF+XGB+RollingMean SM=0.4/0.8 LC=0.6
RF+XGB,RollingMean,0.4,0.8,0.6,0.7,20.45,22.74,62.7,63.4,22,RF+XGB+RollingMean SM=0.4/0.8 LC=0.7
RF+XGB,RollingMean,0.4,0.9,0.65,0.2,20.83,21.01,63.7,63.8,23,RF+XGB+RollingMean SM=0.4/0.9 LC=0.2
RF+XGB,RollingMean,0.4,0.9,0.65,0.3,20.57,22.55,63.9,64.4,23,RF+XGB+RollingMean SM=0.4/0.9 LC=0.3
RF+XGB,RollingMean,0.4,0.9,0.65,0.4,20.42,23.39,64.4,64.4,23,RF+XGB+RollingMean SM=0.4/0.9 LC=0.4
RF+XGB,RollingMean,0.4,0.9,0.65,0.5,20.36,23.61,63.7,63.8,23,RF+XGB+RollingMean SM=0.4/0.9 LC=0.5
RF+XGB,RollingMean,0.4,0.9,0.65,0.6,20.4,23.26,63.4,63.6,23,RF+XGB+RollingMean SM=0.4/0.9 LC=0.6
RF+XGB,RollingMean,0.4,0.9,0.65,0.7,20.49,22.45,62.4,63.0,22,RF+XGB+RollingMean SM=0.4/0.9 LC=0.7
RF+XGB,RollingMean,0.4,1.0,0.7,0.2,20.95,20.62,63.5,63.4,23,RF+XGB+RollingMean SM=0.4/1.0 LC=0.2
RF+XGB,RollingMean,0.4,1.0,0.7,0.3,20.69,22.17,63.7,64.0,23,RF+XGB+RollingMean SM=0.4/1.0 LC=0.3
RF+XGB,RollingMean,0.4,1.0,0.7,0.4,20.55,23.0,64.2,64.0,24,RF+XGB+RollingMean SM=0.4/1.0 LC=0.4
RF+XGB,RollingMean,0.4,1.0,0.7,0.5,20.49,23.23,63.6,63.4,24,RF+XGB+RollingMean SM=0.4/1.0 LC=0.5
RF+XGB,RollingMean,0.4,1.0,0.7,0.6,20.52,22.88,63.2,63.2,23,RF+XGB+RollingMean SM=0.4/1.0 LC=0.6
RF+XGB,RollingMean,0.4,1.0,0.7,0.7,20.62,22.07,62.2,62.6,22,RF+XGB+RollingMean SM=0.4/1.0 LC=0.7
RF+XGB,RollingMean,0.5,0.5,0.5,0.2,21.13,21.46,64.3,65.8,24,RF+XGB+RollingMean SM=0.5/0.5 LC=0.2
RF+XGB,RollingMean,0.5,0.5,0.5,0.3,20.87,23.0,64.5,66.5,24,RF+XGB+RollingMean SM=0.5/0.5 LC=0.3
RF+XGB,RollingMean,0.5,0.5,0.5,0.4,20.73,23.84,65.0,66.5,24,RF+XGB+RollingMean SM=0.5/0.5 LC=0.4
RF+XGB,RollingMean,0.5,0.5,0.5,0.5,20.67,24.07,64.4,65.8,24,RF+XGB+RollingMean SM=0.5/0.5 LC=0.5
RF+XGB,RollingMean,0.5,0.5,0.5,0.6,20.7,23.71,64.0,65.6,24,RF+XGB+RollingMean SM=0.5/0.5 LC=0.6
RF+XGB,RollingMean,0.5,0.5,0.5,0.7,20.8,22.9,63.0,65.0,22,RF+XGB+RollingMean SM=0.5/0.5 LC=0.7
RF+XGB,RollingMean,0.5,0.6,0.55,0.2,20.96,21.51,64.3,65.6,23,RF+XGB+RollingMean SM=0.5/0.6 LC=0.2
RF+XGB,RollingMean,0.5,0.6,0.55,0.3,20.7,23.05,64.5,66.3,23,RF+XGB+RollingMean SM=0.5/0.6 LC=0.3
RF+XGB,RollingMean,0.5,0.6,0.55,0.4,20.56,23.89,65.0,66.3,24,RF+XGB+RollingMean SM=0.5/0.6 LC=0.4
RF+XGB,RollingMean,0.5,0.6,0.55,0.5,20.5,24.12,64.4,65.6,24,RF+XGB+RollingMean SM=0.5/0.6 LC=0.5
RF+XGB,RollingMean,0.5,0.6,0.55,0.6,20.53,23.76,64.0,65.4,23,RF+XGB+RollingMean SM=0.5/0.6 LC=0.6
RF+XGB,RollingMean,0.5,0.6,0.55,0.7,20.63,22.95,63.0,64.8,22,RF+XGB+RollingMean SM=0.5/0.6 LC=0.7
RF+XGB,RollingMean,0.5,0.7,0.6,0.2,20.86,21.44,64.0,64.8,23,RF+XGB+RollingMean SM=0.5/0.7 LC=0.2
RF+XGB,RollingMean,0.5,0.7,0.6,0.3,20.6,22.99,64.2,65.4,23,RF+XGB+RollingMean SM=0.5/0.7 LC=0.3
RF+XGB,RollingMean,0.5,0.7,0.6,0.4,20.45,23.82,64.6,65.4,24,RF+XGB+RollingMean SM=0.5/0.7 LC=0.4
RF+XGB,RollingMean,0.5,0.7,0.6,0.5,20.4,24.05,64.0,64.8,24,RF+XGB+RollingMean SM=0.5/0.7 LC=0.5
RF+XGB,RollingMean,0.5,0.7,0.6,0.6,20.43,23.69,63.7,64.6,23,RF+XGB+RollingMean SM=0.5/0.7 LC=0.6
RF+XGB,RollingMean,0.5,0.7,0.6,0.7,20.52,22.89,62.7,64.0,22,RF+XGB+RollingMean SM=0.5/0.7 LC=0.7
RF+XGB,RollingMean,0.5,0.8,0.65,0.2,20.82,21.26,63.7,64.2,23,RF+XGB+RollingMean SM=0.5/0.8 LC=0.2
RF+XGB,RollingMean,0.5,0.8,0.65,0.3,20.56,22.81,64.0,64.8,23,RF+XGB+RollingMean SM=0.5/0.8 LC=0.3
RF+XGB,RollingMean,0.5,0.8,0.65,0.4,20.42,23.64,64.4,64.8,24,RF+XGB+RollingMean SM=0.5/0.8 LC=0.4
RF+XGB,RollingMean,0.5,0.8,0.65,0.5,20.36,23.87,63.8,64.2,24,RF+XGB+RollingMean SM=0.5/0.8 LC=0.5
RF+XGB,RollingMean,0.5,0.8,0.65,0.6,20.39,23.51,63.5,64.0,23,RF+XGB+RollingMean SM=0.5/0.8 LC=0.6
RF+XGB,RollingMean,0.5,0.8,0.65,0.7,20.49,22.71,62.5,63.4,22,RF+XGB+RollingMean SM=0.5/0.8 LC=0.7
RF+XGB,RollingMean,0.5,0.9,0.7,0.2,20.86,20.97,63.5,63.8,23,RF+XGB+RollingMean SM=0.5/0.9 LC=0.2
RF+XGB,RollingMean,0.5,0.9,0.7,0.3,20.6,22.52,63.7,64.4,23,RF+XGB+RollingMean SM=0.5/0.9 LC=0.3
RF+XGB,RollingMean,0.5,0.9,0.7,0.4,20.46,23.35,64.1,64.4,23,RF+XGB+RollingMean SM=0.5/0.9 LC=0.4
RF+XGB,RollingMean,0.5,0.9,0.7,0.5,20.4,23.58,63.5,63.8,23,RF+XGB+RollingMean SM=0.5/0.9 LC=0.5
RF+XGB,RollingMean,0.5,0.9,0.7,0.6,20.43,23.23,63.2,63.6,23,RF+XGB+RollingMean SM=0.5/0.9 LC=0.6
RF+XGB,RollingMean,0.5,0.9,0.7,0.7,20.53,22.42,62.2,63.0,22,RF+XGB+RollingMean SM=0.5/0.9 LC=0.7
RF+XGB,RollingMean,0.5,1.0,0.75,0.2,20.99,20.59,63.3,63.4,23,RF+XGB+RollingMean SM=0.5/1.0 LC=0.2
RF+XGB,RollingMean,0.5,1.0,0.75,0.3,20.73,22.13,63.5,64.0,23,RF+XGB+RollingMean SM=0.5/1.0 LC=0.3
RF+XGB,RollingMean,0.5,1.0,0.75,0.4,20.58,22.97,64.0,64.0,24,RF+XGB+RollingMean SM=0.5/1.0 LC=0.4
RF+XGB,RollingMean,0.5,1.0,0.75,0.5,20.52,23.2,63.4,63.4,24,RF+XGB+RollingMean SM=0.5/1.0 LC=0.5
RF+XGB,RollingMean,0.5,1.0,0.75,0.6,20.56,22.84,63.0,63.2,23,RF+XGB+RollingMean SM=0.5/1.0 LC=0.6
RF+XGB,RollingMean,0.5,1.0,0.75,0.7,20.65,22.04,62.0,62.6,22,RF+XGB+RollingMean SM=0.5/1.0 LC=0.7
RF+XGB,RollingMean,0.6,0.5,0.55,0.2,21.18,21.41,63.9,65.8,23,RF+XGB+RollingMean SM=0.6/0.5 LC=0.2
RF+XGB,RollingMean,0.6,0.5,0.55,0.3,20.92,22.95,64.1,66.5,23,RF+XGB+RollingMean SM=0.6/0.5 LC=0.3
RF+XGB,RollingMean,0.6,0.5,0.55,0.4,20.77,23.79,64.5,66.5,23,RF+XGB+RollingMean SM=0.6/0.5 LC=0.4
RF+XGB,RollingMean,0.6,0.5,0.55,0.5,20.71,24.01,63.9,65.8,23,RF+XGB+RollingMean SM=0.6/0.5 LC=0.5
RF+XGB,RollingMean,0.6,0.5,0.55,0.6,20.75,23.66,63.6,65.6,23,RF+XGB+RollingMean SM=0.6/0.5 LC=0.6
RF+XGB,RollingMean,0.6,0.5,0.55,0.7,20.84,22.85,62.6,65.0,21,RF+XGB+RollingMean SM=0.6/0.5 LC=0.7
RF+XGB,RollingMean,0.6,0.6,0.6,0.2,21.01,21.45,63.9,65.6,23,RF+XGB+RollingMean SM=0.6/0.6 LC=0.2
RF+XGB,RollingMean,0.6,0.6,0.6,0.3,20.75,23.0,64.1,66.3,23,RF+XGB+RollingMean SM=0.6/0.6 LC=0.3
RF+XGB,RollingMean,0.6,0.6,0.6,0.4,20.6,23.83,64.6,66.3,24,RF+XGB+RollingMean SM=0.6/0.6 LC=0.4
RF+XGB,RollingMean,0.6,0.6,0.6,0.5,20.55,24.06,64.0,65.6,24,RF+XGB+RollingMean SM=0.6/0.6 LC=0.5
RF+XGB,RollingMean,0.6,0.6,0.6,0.6,20.58,23.71,63.6,65.4,23,RF+XGB+RollingMean SM=0.6/0.6 LC=0.6
RF+XGB,RollingMean,0.6,0.6,0.6,0.7,20.67,22.9,62.6,64.8,22,RF+XGB+RollingMean SM=0.6/0.6 LC=0.7
RF+XGB,RollingMean,0.6,0.7,0.65,0.2,20.91,21.39,63.6,64.8,23,RF+XGB+RollingMean SM=0.6/0.7 LC=0.2
RF+XGB,RollingMean,0.6,0.7,0.65,0.3,20.65,22.93,63.8,65.4,23,RF+XGB+RollingMean SM=0.6/0.7 LC=0.3
RF+XGB,RollingMean,0.6,0.7,0.65,0.4,20.5,23.77,64.3,65.4,24,RF+XGB+RollingMean SM=0.6/0.7 LC=0.4
RF+XGB,RollingMean,0.6,0.7,0.65,0.5,20.45,24.0,63.6,64.8,24,RF+XGB+RollingMean SM=0.6/0.7 LC=0.5
RF+XGB,RollingMean,0.6,0.7,0.65,0.6,20.48,23.64,63.3,64.6,23,RF+XGB+RollingMean SM=0.6/0.7 LC=0.6
RF+XGB,RollingMean,0.6,0.7,0.65,0.7,20.57,22.83,62.3,64.0,22,RF+XGB+RollingMean SM=0.6/0.7 LC=0.7
RF+XGB,RollingMean,0.6,0.8,0.7,0.2,20.87,21.21,63.4,64.2,23,RF+XGB+RollingMean SM=0.6/0.8 LC=0.2
RF+XGB,RollingMean,0.6,0.8,0.7,0.3,20.61,22.75,63.6,64.8,23,RF+XGB+RollingMean SM=0.6/0.8 LC=0.3
RF+XGB,RollingMean,0.6,0.8,0.7,0.4,20.47,23.58,64.0,64.8,24,RF+XGB+RollingMean SM=0.6/0.8 LC=0.4
RF+XGB,RollingMean,0.6,0.8,0.7,0.5,20.41,23.81,63.4,64.2,24,RF+XGB+RollingMean SM=0.6/0.8 LC=0.5
RF+XGB,RollingMean,0.6,0.8,0.7,0.6,20.44,23.46,63.1,64.0,23,RF+XGB+RollingMean SM=0.6/0.8 LC=0.6
RF+XGB,RollingMean,0.6,0.8,0.7,0.7,20.54,22.65,62.1,63.4,22,RF+XGB+RollingMean SM=0.6/0.8 LC=0.7
RF+XGB,RollingMean,0.6,0.9,0.75,0.2,20.91,20.92,63.1,63.8,23,RF+XGB+RollingMean SM=0.6/0.9 LC=0.2
RF+XGB,RollingMean,0.6,0.9,0.75,0.3,20.66,22.46,63.3,64.4,23,RF+XGB+RollingMean SM=0.6/0.9 LC=0.3
RF+XGB,RollingMean,0.6,0.9,0.75,0.4,20.51,23.29,63.7,64.4,23,RF+XGB+RollingMean SM=0.6/0.9 LC=0.4
RF+XGB,RollingMean,0.6,0.9,0.75,0.5,20.45,23.52,63.1,63.8,23,RF+XGB+RollingMean SM=0.6/0.9 LC=0.5
RF+XGB,RollingMean,0.6,0.9,0.75,0.6,20.48,23.17,62.8,63.6,23,RF+XGB+RollingMean SM=0.6/0.9 LC=0.6
RF+XGB,RollingMean,0.6,0.9,0.75,0.7,20.58,22.36,61.8,63.0,22,RF+XGB+RollingMean SM=0.6/0.9 LC=0.7
RF+XGB,RollingMean,0.6,1.0,0.8,0.2,21.04,20.53,62.9,63.4,23,RF+XGB+RollingMean SM=0.6/1.0 LC=0.2
RF+XGB,RollingMean,0.6,1.0,0.8,0.3,20.78,22.07,63.1,64.0,23,RF+XGB+RollingMean SM=0.6/1.0 LC=0.3
RF+XGB,RollingMean,0.6,1.0,0.8,0.4,20.64,22.91,63.6,64.0,24,RF+XGB+RollingMean SM=0.6/1.0 LC=0.4
RF+XGB,RollingMean,0.6,1.0,0.8,0.5,20.58,23.14,63.0,63.4,24,RF+XGB+RollingMean SM=0.6/1.0 LC=0.5
RF+XGB,RollingMean,0.6,1.0,0.8,0.6,20.61,22.78,62.6,63.2,23,RF+XGB+RollingMean SM=0.6/1.0 LC=0.6
RF+XGB,RollingMean,0.6,1.0,0.8,0.7,20.71,21.97,61.6,62.6,22,RF+XGB+RollingMean SM=0.6/1.0 LC=0.7
RF+XGB,RollingMean,0.7,0.5,0.6,0.2,21.24,21.33,63.7,65.8,23,RF+XGB+RollingMean SM=0.7/0.5 LC=0.2
RF+XGB,RollingMean,0.7,0.5,0.6,0.3,20.98,22.87,64.0,66.5,23,RF+XGB+RollingMean SM=0.7/0.5 LC=0.3
RF+XGB,RollingMean,0.7,0.5,0.6,0.4,20.84,23.71,64.4,66.5,23,RF+XGB+RollingMean SM=0.7/0.5 LC=0.4
RF+XGB,RollingMean,0.7,0.5,0.6,0.5,20.78,23.94,63.8,65.8,23,RF+XGB+RollingMean SM=0.7/0.5 LC=0.5
RF+XGB,RollingMean,0.7,0.5,0.6,0.6,20.81,23.58,63.5,65.6,23,RF+XGB+RollingMean SM=0.7/0.5 LC=0.6
RF+XGB,RollingMean,0.7,0.5,0.6,0.7,20.91,22.78,62.5,65.0,21,RF+XGB+RollingMean SM=0.7/0.5 LC=0.7
RF+XGB,RollingMean,0.7,0.6,0.65,0.2,21.07,21.38,63.8,65.6,23,RF+XGB+RollingMean SM=0.7/0.6 LC=0.2
RF+XGB,RollingMean,0.7,0.6,0.65,0.3,20.81,22.92,64.0,66.3,23,RF+XGB+RollingMean SM=0.7/0.6 LC=0.3
RF+XGB,RollingMean,0.7,0.6,0.65,0.4,20.67,23.76,64.5,66.3,24,RF+XGB+RollingMean SM=0.7/0.6 LC=0.4
RF+XGB,RollingMean,0.7,0.6,0.65,0.5,20.61,23.99,63.9,65.6,24,RF+XGB+RollingMean SM=0.7/0.6 LC=0.5
RF+XGB,RollingMean,0.7,0.6,0.65,0.6,20.64,23.63,63.5,65.4,23,RF+XGB+RollingMean SM=0.7/0.6 LC=0.6
RF+XGB,RollingMean,0.7,0.6,0.65,0.7,20.74,22.82,62.5,64.8,22,RF+XGB+RollingMean SM=0.7/0.6 LC=0.7
RF+XGB,RollingMean,0.7,0.7,0.7,0.2,20.97,21.31,63.5,64.8,23,RF+XGB+RollingMean SM=0.7/0.7 LC=0.2
RF+XGB,RollingMean,0.7,0.7,0.7,0.3,20.72,22.85,63.7,65.4,23,RF+XGB+RollingMean SM=0.7/0.7 LC=0.3
RF+XGB,RollingMean,0.7,0.7,0.7,0.4,20.57,23.69,64.1,65.4,24,RF+XGB+RollingMean SM=0.7/0.7 LC=0.4
RF+XGB,RollingMean,0.7,0.7,0.7,0.5,20.51,23.92,63.5,64.8,24,RF+XGB+RollingMean SM=0.7/0.7 LC=0.5
RF+XGB,RollingMean,0.7,0.7,0.7,0.6,20.54,23.56,63.2,64.6,23,RF+XGB+RollingMean SM=0.7/0.7 LC=0.6
RF+XGB,RollingMean,0.7,0.7,0.7,0.7,20.64,22.75,62.2,64.0,22,RF+XGB+RollingMean SM=0.7/0.7 LC=0.7
RF+XGB,RollingMean,0.7,0.8,0.75,0.2,20.94,21.12,63.2,64.2,23,RF+XGB+RollingMean SM=0.7/0.8 LC=0.2
RF+XGB,RollingMean,0.7,0.8,0.75,0.3,20.68,22.67,63.5,64.8,23,RF+XGB+RollingMean SM=0.7/0.8 LC=0.3
RF+XGB,RollingMean,0.7,0.8,0.75,0.4,20.53,23.5,63.9,64.8,24,RF+XGB+RollingMean SM=0.7/0.8 LC=0.4
RF+XGB,RollingMean,0.7,0.8,0.75,0.5,20.47,23.73,63.3,64.2,24,RF+XGB+RollingMean SM=0.7/0.8 LC=0.5
RF+XGB,RollingMean,0.7,0.8,0.75,0.6,20.51,23.37,63.0,64.0,23,RF+XGB+RollingMean SM=0.7/0.8 LC=0.6
RF+XGB,RollingMean,0.7,0.8,0.75,0.7,20.6,22.57,62.0,63.4,22,RF+XGB+RollingMean SM=0.7/0.8 LC=0.7
RF+XGB,RollingMean,0.7,0.9,0.8,0.2,20.98,20.83,63.0,63.8,23,RF+XGB+RollingMean SM=0.7/0.9 LC=0.2
RF+XGB,RollingMean,0.7,0.9,0.8,0.3,20.72,22.37,63.2,64.4,23,RF+XGB+RollingMean SM=0.7/0.9 LC=0.3
RF+XGB,RollingMean,0.7,0.9,0.8,0.4,20.58,23.21,63.6,64.4,23,RF+XGB+RollingMean SM=0.7/0.9 LC=0.4
RF+XGB,RollingMean,0.7,0.9,0.8,0.5,20.52,23.44,63.0,63.8,23,RF+XGB+RollingMean SM=0.7/0.9 LC=0.5
RF+XGB,RollingMean,0.7,0.9,0.8,0.6,20.55,23.08,62.7,63.6,23,RF+XGB+RollingMean SM=0.7/0.9 LC=0.6
RF+XGB,RollingMean,0.7,0.9,0.8,0.7,20.65,22.28,61.7,63.0,22,RF+XGB+RollingMean SM=0.7/0.9 LC=0.7
RF+XGB,RollingMean,0.7,1.0,0.85,0.2,21.11,20.44,62.8,63.4,23,RF+XGB+RollingMean SM=0.7/1.0 LC=0.2
RF+XGB,RollingMean,0.7,1.0,0.85,0.3,20.85,21.99,63.0,64.0,23,RF+XGB+RollingMean SM=0.7/1.0 LC=0.3
RF+XGB,RollingMean,0.7,1.0,0.85,0.4,20.71,22.82,63.5,64.0,24,RF+XGB+RollingMean SM=0.7/1.0 LC=0.4
RF+XGB,RollingMean,0.7,1.0,0.85,0.5,20.65,23.05,62.9,63.4,24,RF+XGB+RollingMean SM=0.7/1.0 LC=0.5
RF+XGB,RollingMean,0.7,1.0,0.85,0.6,20.68,22.7,62.5,63.2,23,RF+XGB+RollingMean SM=0.7/1.0 LC=0.6
RF+XGB,RollingMean,0.7,1.0,0.85,0.7,20.78,21.89,61.5,62.6,22,RF+XGB+RollingMean SM=0.7/1.0 LC=0.7
ALL3,ARIMA,0.3,0.5,0.4,0.2,21.05,21.4,63.5,64.6,24,ALL3+ARIMA SM=0.3/0.5 LC=0.2
ALL3,ARIMA,0.3,0.5,0.4,0.3,20.91,22.33,63.1,64.4,24,ALL3+ARIMA SM=0.3/0.5 LC=0.3
ALL3,ARIMA,0.3,0.5,0.4,0.4,20.83,22.81,63.1,64.4,24,ALL3+ARIMA SM=0.3/0.5 LC=0.4
ALL3,ARIMA,0.3,0.5,0.4,0.5,20.81,22.77,63.4,64.4,25,ALL3+ARIMA SM=0.3/0.5 LC=0.5
ALL3,ARIMA,0.3,0.5,0.4,0.6,20.86,22.27,62.9,64.2,24,ALL3+ARIMA SM=0.3/0.5 LC=0.6
ALL3,ARIMA,0.3,0.5,0.4,0.7,20.95,21.42,62.0,62.8,23,ALL3+ARIMA SM=0.3/0.5 LC=0.7
ALL3,ARIMA,0.3,0.6,0.45,0.2,20.89,21.47,63.7,64.6,23,ALL3+ARIMA SM=0.3/0.6 LC=0.2
ALL3,ARIMA,0.3,0.6,0.45,0.3,20.74,22.39,63.3,64.4,23,ALL3+ARIMA SM=0.3/0.6 LC=0.3
ALL3,ARIMA,0.3,0.6,0.45,0.4,20.66,22.87,63.4,64.4,23,ALL3+ARIMA SM=0.3/0.6 LC=0.4
ALL3,ARIMA,0.3,0.6,0.45,0.5,20.65,22.84,63.6,64.4,24,ALL3+ARIMA SM=0.3/0.6 LC=0.5
ALL3,ARIMA,0.3,0.6,0.45,0.6,20.7,22.34,63.1,64.2,23,ALL3+ARIMA SM=0.3/0.6 LC=0.6
ALL3,ARIMA,0.3,0.6,0.45,0.7,20.78,21.48,62.2,62.8,22,ALL3+ARIMA SM=0.3/0.6 LC=0.7
ALL3,ARIMA,0.3,0.7,0.5,0.2,20.78,21.45,63.4,64.4,23,ALL3+ARIMA SM=0.3/0.7 LC=0.2
ALL3,ARIMA,0.3,0.7,0.5,0.3,20.63,22.37,63.0,64.2,23,ALL3+ARIMA SM=0.3/0.7 LC=0.3
ALL3,ARIMA,0.3,0.7,0.5,0.4,20.55,22.85,63.0,64.2,23,ALL3+ARIMA SM=0.3/0.7 LC=0.4
ALL3,ARIMA,0.3,0.7,0.5,0.5,20.54,22.82,63.3,64.2,24,ALL3+ARIMA SM=0.3/0.7 LC=0.5
ALL3,ARIMA,0.3,0.7,0.5,0.6,20.59,22.32,62.7,64.0,23,ALL3+ARIMA SM=0.3/0.7 LC=0.6
ALL3,ARIMA,0.3,0.7,0.5,0.7,20.67,21.46,61.8,62.6,22,ALL3+ARIMA SM=0.3/0.7 LC=0.7
ALL3,ARIMA,0.3,0.8,0.55,0.2,20.72,21.32,63.3,64.6,24,ALL3+ARIMA SM=0.3/0.8 LC=0.2
ALL3,ARIMA,0.3,0.8,0.55,0.3,20.57,22.25,62.9,64.4,24,ALL3+ARIMA SM=0.3/0.8 LC=0.3
ALL3,ARIMA,0.3,0.8,0.55,0.4,20.49,22.73,63.0,64.4,24,ALL3+ARIMA SM=0.3/0.8 LC=0.4
