Mine,Origin,Segment,LGB_bc,RF_bc,XGB_bc,ARIMA,SARIMAX,RollingMean,Naive,H_norm
el teniente,2019-07-01,LC,0.3774819722373489,0.06962773807457513,0.13547116676911106,0.042716720202346695,0.6289301046079488,0.8274761441660179,0.47062533284403707,-2.5662633943847797
el teniente,2020-01-01,LC,0.36820451627353534,-0.03482844571477099,0.16477993234868973,0.2957229075267315,0.61474493029155,0.6835788219117227,0.4879829994954241,-2.4714928407648826
el teniente,2020-07-01,LC,0.42767847450428964,0.2835195497895663,0.005300999573311492,0.02816722639501929,0.9111443096607854,0.8428042654759803,0.5131284174443702,-2.35107769028562
el teniente,2020-10-01,LC,-0.00720247167000196,0.04436049638336053,0.23049275056926677,0.05099823001326479,0.4721821409907677,0.9385831982426678,0.4833284367910961,-2.5314251070127756
el teniente,2021-04-01,LC,0.8521644610009406,-0.2830588314255273,-0.1383818970492425,-0.3115902867614404,0.0026385811232946385,0.7698745430601786,-0.10629087042022997,-2.631861717458092
escondida,2018-01-01,LC,1.4981563531344886,1.0158368213734326,1.019957432368965,-2.7850479611166614,-0.025542128382640136,1.1430952283458147,1.0000902936038125,6.897784629092461
escondida,2018-07-01,LC,1.7712296401446326,1.8991161348928163,-0.7336076423254949,-2.8969103846249755,-1.142901733096835,0.9393380974739568,0.9979038473783832,6.559629909024154
escondida,2019-01-01,LC,1.8216536011879845,1.3620758953977634,0.35963218883008885,-2.895745637670723,-1.3988784917296038,1.0030913713976635,0.8661357264094073,7.0237658231511775
escondida,2019-07-01,LC,1.4461080998811897,1.3413714010103646,0.07648470997341444,-2.6520417530909124,-1.3666844972244883,0.7351089045502476,1.3252752123020148,6.714279017728083
escondida,2020-01-01,LC,1.4635646594571918,1.272813659941846,0.1500163815690973,-2.434397076975323,-1.4188133021505474,1.151602203658452,0.746200804388711,6.526726177558359
escondida,2020-07-01,LC,1.0255185565958291,1.3828385611204415,0.7507332695759498,-2.3399834287077144,-1.0031821149000668,1.725365320126231,0.4346278508201955,5.811909845395888
escondida,2020-10-01,LC,1.8795617101569861,0.5971433845759835,-0.35502880089683314,-2.541190779662921,-1.3465451968731512,0.7830955277353453,0.45133652263543933,4.786539015606365
escondida,2021-04-01,LC,0.7935929051200167,1.8009946653653557,0.2348575752965838,-1.8100911676242029,-1.1501277152681242,0.9999350234891357,0.8058534240161838,4.772047682260055
franke,2018-01-01,SM,0.031087324019839498,0.014564749563672715,0.022165845239087933,0.006793573332572214,0.0011678345649431105,-0.006001540592635945,-0.01424330521357831,0.008868030982160501
franke,2018-07-01,SM,0.012863818037645185,0.0003969725941676706,0.005797912729655555,0.026249597895224887,-0.00398405139907402,0.00360605435642062,-0.020516483934606897,-0.007796411578346342
franke,2019-01-01,SM,0.02485567028867697,0.007857919345836142,0.011283086358745158,0.026530805109942716,-0.005466265091349381,0.0018758549869795289,-0.01612550466579836,-0.0017531424126418897
franke,2019-07-01,SM,0.02971337729991489,0.01452388183608883,0.015008345916943742,0.023910355531140032,-0.005948233641647698,-0.0021875466566447076,-0.010442011315259462,-0.0036195006338867733
franke,2020-01-01,SM,0.030222605641706195,0.012544059884783512,0.009970042792794426,0.027165246979101228,-0.0032869225761125416,-0.0014898154504653669,-0.010376454106606564,-0.005119031753438413
franke,2020-07-01,SM,0.027393482733914537,0.026538960676236057,0.011879781299927363,0.015801716906052317,-0.018402194926157522,0.003981130604055897,-0.004377902792216326,-0.008330121361037505
franke,2020-10-01,SM,0.03763160623849287,0.026873677232716914,0.01238147139375669,0.022569702099333854,-0.013251857465861973,-0.005474106213812637,-0.011587636614650166,-0.011373773405506498
franke,2021-04-01,SM,0.02326838795550707,0.028027946506223703,0.013025133854633737,0.029327897908163605,-0.010891211157062142,-0.00835402558051582,-0.011298288996212736,-0.010702156992965563
gabriela mistral,2018-01-01,LC,0.02459844720210025,0.038559209381804224,-0.052985659409051256,-0.03112010216455674,0.13913205361451159,-0.09194202487702219,-0.017499911908600084,-0.2462913398274517
