NOMBRE,PROPIEDAD,TIPO,COMBUSTIBL,POTENCIAMW,FECH_CREA,Longitude,Latitude,FUENTE
SANTA LUCIA,SANTA LUCIA SOLAR SPA,FOTOVOLTAICO,NO APLICA,6.9,2020-06-30,-71.14590008799996,-30.63360200799997,Solares
ANDES IV,ANDES SOLAR IV SPA,FOTOVOLTAICO,NO APLICA,129.7205,2022-12-31,-68.56964913999997,-24.019876041999964,Solares
LAS LECHUZAS,PFV LAS LECHUZAS SPA,FOTOVOLTAICO,NO APLICA,3.0,2019-06-30,-72.05755354499996,-36.49669351499995,Solares
SUNHUNTER,SUNHUNTER SPA,FOTOVOLTAICO,NO APLICA,9.0,2017-12-31,-71.21798507799997,-30.54172663399993,Solares
SOLAR DEL BUENO,SOLAR DEL BUENO SPA,FOTOVOLTAICO,NO APLICA,3.0,2023-12-31,-72.95678062199994,-40.31992452199995,Solares
GR ALCON SOLAR,GR LLEUQUE SPA,FOTOVOLTAICO,NO APLICA,9.0,2019-12-31,-71.73921302399998,-34.38115234199995,Solares
CEFALU SOLAR,CEFALU SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.38,2022-12-31,-71.48426600999994,-33.91842938099995,Solares
PICUNCHE,GR TOLHUACA SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-06-30,-70.67598249799994,-33.99982785599997,Solares
LOS TAURETES,CVE PROYECTO OCHO SPA,FOTOVOLTAICO,NO APLICA,2.9,2021-12-31,-70.69836348699994,-33.02822935599994,Solares
TALCA,SANTA CATALINA SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2016-07-27,-71.55570227099997,-35.46096267899998,Solares
BELLAVISTA,PARQUE SOLAR BELLAVISTA SPA,FOTOVOLTAICO,NO APLICA,2.97,2016-12-31,-71.22094228099996,-31.666267725999944,Solares
LLOICA,PFV LAS LOICAS SPA,FOTOVOLTAICO,NO APLICA,3.0,2022-06-30,-70.27349235099996,-27.42264655699995,Solares
TARANTO SOLAR,SONNEDIX TARANTO SPA,FOTOVOLTAICO,NO APLICA,9.0,2019-12-31,-71.41976079899996,-33.37597693399994,Solares
SOLARPACK MALLOA,CHRONOS SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.6,2022-12-31,-70.95951751899997,-34.47381568099996,Solares
EL ROBLE,CHESTER SOLAR IV SPA,FOTOVOLTAICO,NO APLICA,8.88,2017-12-31,-71.38799979599997,-34.03582953299997,Solares
SIETE COLORES,SIETE COLORES SPA,FOTOVOLTAICO,NO APLICA,9.0,2022-06-30,-71.17999014999998,-31.620930406999943,Solares
BULNES LOS BARONES,MERCURIO SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.9,2021-05-31,-72.20027196199999,-36.82311481999994,Solares
CONDOR CHEPICA,PARQUE FOTOVOLTAICO CHEPICA SPA,FOTOVOLTAICO,NO APLICA,3.0,2021-12-31,-71.31482863399998,-34.726414569999974,Solares
CAMPOS DEL SOL,ENEL GREEN POWER CHILE S.A.,FOTOVOLTAICO,NO APLICA,380.87,2015-08-03,-69.90784787099994,-27.06459240299995,Solares
FV HURTADO,PATRICIA SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.7,2022-12-31,-72.36339200599997,-37.444072148999965,Solares
DON JORGE,BETEL SPA,FOTOVOLTAICO,NO APLICA,3.0,2020-06-30,-71.49260946799996,-34.48526991699998,Solares
LA LIGUA,ILLALOLEN S.A.,FOTOVOLTAICO,NO APLICA,2.99,2019-12-31,-71.23148883099998,-32.42962770799994,Solares
CHANARES,ENEL GREEN POWER CHILE S.A.,FOTOVOLTAICO,NO APLICA,35.892,2015-09-30,-70.08012924499997,-26.37305845699996,Solares
EL RECONQUISTADOR,PARQUE SOLAR EL CONQUISTADOR SPA,FOTOVOLTAICO,NO APLICA,2.5,2022-06-30,-72.52849152999994,-36.21725649899997,Solares
EL CERNICALO II,PV EL CERNICALO SPA,FOTOVOLTAICO,NO APLICA,1.5,2018-03-31,-72.37291504199999,-36.42841895999993,Solares
VILLA CRUZ,VILLA CRUZ SPA,FOTOVOLTAICO,NO APLICA,2.9325,2019-06-30,-71.88282067899996,-35.59179263599998,Solares
CALDERA,CALDERA SOLAR SPA,FOTOVOLTAICO,NO APLICA,7.8,2020-06-30,-70.73148261699998,-27.09118144499996,Solares
SAN ISIDRO,FOTOVOLTAICA SAN ISIDRO SPA,FOTOVOLTAICO,NO APLICA,2.7226,2019-03-31,-70.79842015099996,-34.28016098299997,Solares
FUSTER DEL VERANO,LASCAR ENERGY SPA,FOTOVOLTAICO,NO APLICA,9.0,2018-03-31,-70.91981505499996,-33.26279866599998,Solares
EL PALQUI,FENIX SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.8,2021-12-31,-70.96779589599998,-30.737068877999945,Solares
QUEBRADA DE TALCA,QUEBRADA DE TALCA SOLAR SPA,FOTOVOLTAICO,NO APLICA,1.0,2020-06-30,-71.03263127599996,-30.025561246999928,Solares
LA MANGA,LA MANGA ENERGY SPA,FOTOVOLTAICO,NO APLICA,2.96,2018-03-31,-71.57291084699995,-33.91339873299995,Solares
PLAZA SUNLIGHT,PLAZA SUNLIGHT SPA,FOTOVOLTAICO,NO APLICA,9.0,2021-06-30,-70.91915743699997,-31.815465993999965,Solares
SANTA CECILIA,COMMONPLACE ENERGY S.A.,FOTOVOLTAICO,NO APLICA,2.9452,2014-12-10,-70.91339171899995,-29.11717758599997,Solares
PFV CARRERA PINTO,ARCADIA GENERACION SOLAR S.A.,FOTOVOLTAICO,NO APLICA,90.675,2016-12-31,-69.86703741599996,-27.00423631299998,Solares
VICENTE SOLAR,SOLAR TI DOS SPA,FOTOVOLTAICO,NO APLICA,2.695,2020-12-31,-70.61823542299999,-33.67845012299995,Solares
SOL DE SEPTIEMBRE,SOL DE SEPTIEMBRE SPA,FOTOVOLTAICO,NO APLICA,8.97,2018-06-30,-70.86347245999997,-33.30028746599993,Solares
RANGUIL,RANGUIL SUR SPA,FOTOVOLTAICO,NO APLICA,2.92,2018-09-30,-71.76278399499995,-34.806844833999946,Solares
QUEMADOS,PSF QUEMADOS SPA,FOTOVOLTAICO,NO APLICA,7.0,2020-12-31,-70.69485003599993,-34.139996276999966,Solares
GRANADA,GRANADA SPA,FOTOVOLTAICO,NO APLICA,9.0,2017-09-30,-71.63381102199997,-35.80995828799996,Solares
EL HUASO,PARQUE SOLAR SALAMANCA SPA,FOTOVOLTAICO,NO APLICA,2.7,2021-12-31,-70.98026515599997,-32.764219572999934,Solares
PILAR LOS AMARILLOS,RTS ENERGIA S.A.,FOTOVOLTAICO,NO APLICA,3.0,2015-08-03,-69.74825223599998,-26.316245531999986,Solares
EL TRIGAL,PARQUE SOLAR EL TRIGAL SPA,FOTOVOLTAICO,NO APLICA,9.0,2021-06-30,-72.11676099499994,-36.87695871499994,Solares
ANAKENA,ANAKENA SPA,FOTOVOLTAICO,NO APLICA,9.0,2017-12-31,-71.14738741799994,-30.62301423399998,Solares
CORDILLERILLA SOLAR,TEATINOS ENERGIA S.A.,FOTOVOLTAICO,NO APLICA,1.3196,2017-06-30,-71.13231982999997,-35.16270112299998,Solares
LOCKMA,CE CENTINELA SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2019-06-30,-70.25858121399995,-23.60130210799997,Solares
LOS JOTES,PFV LOS JOTES SPA,FOTOVOLTAICO,NO APLICA,3.0,2022-06-30,-71.09574655299997,-32.46071146799994,Solares
TARUCA,TARUCA SOLAR SPA,FOTOVOLTAICO,NO APLICA,4.5,2020-06-30,-70.15518074399995,-18.50257410599994,Solares
ARICA,CHAPIQUINA SOLAR SPA,FOTOVOLTAICO,NO APLICA,3.85,2019-12-31,-70.25337988099994,-18.350497425999947,Solares
DONA IGNA,PARQUE FOTOVOLTAICO DONA IGNA SPA,FOTOVOLTAICO,NO APLICA,2.2,2022-12-31,-71.21321271999994,-33.590029364999964,Solares
LA CHIMBA BIS,LA CHIMBA BIS SPA,FOTOVOLTAICO,NO APLICA,2.76,2020-06-30,-71.23494305499997,-30.652162730999976,Solares
RENGO SOLAR,RENGO SOLAR SPA,FOTOVOLTAICO,NO APLICA,7.0,2021-06-30,-70.85877858899994,-34.42277830099994,Solares
SANTA LAURA,PARQUE SOLAR SANTA LAURA SPA,FOTOVOLTAICO,NO APLICA,2.97,2018-06-30,-71.03044840299998,-32.39694586899998,Solares
SGT CATAPILCO,SAN MARINO SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2021-06-30,-71.36276727299997,-32.59229489699993,Solares
EL PICURIO,PV EL PICURIO SPA,FOTOVOLTAICO,NO APLICA,3.0,2018-06-30,-71.06181497699998,-34.79911181299997,Solares
EL INTERLOCUTOR,PARQUE FOTOVOLTAICO IDAHUILLO SPA,FOTOVOLTAICO,NO APLICA,2.7,2022-12-31,-71.11252392599994,-34.31332175599994,Solares
PARQUE SOLAR FINIS TERRAE,ENEL GREEN POWER CHILE S.A.,FOTOVOLTAICO,NO APLICA,241.394,2017-09-30,-69.52243069499997,-22.344641621999983,Solares
SAN EUGENIO SOLAR,SAN EUGENIO SOLAR SPA,FOTOVOLTAICO,NO APLICA,6.1,2020-12-31,-72.27623050799997,-37.54069386199996,Solares
CONDOR LA LIGUA,PARQUE FOTOVOLTAICO LA LIGUA SPA,FOTOVOLTAICO,NO APLICA,2.55,2021-12-31,-71.25322497399998,-32.48435072399997,Solares
VALLE SOLAR OESTE II,SOLAR BROTHERS SPA,FOTOVOLTAICO,NO APLICA,8.992,2016-07-27,-70.39368627599998,-27.350881966999964,Solares
EL RESPLANDOR,IMPULSO SOLAR EL RESPLANDOR SPA,FOTOVOLTAICO,NO APLICA,2.627,2020-12-31,-72.38322802999994,-37.039225433999945,Solares
NEWENTUN,NEWENTUN SPA,FOTOVOLTAICO,NO APLICA,6.0,2019-12-31,-71.45052745599997,-34.49299112299997,Solares
LA BLANQUINA,SOLAR LA BLANQUINA SPA,FOTOVOLTAICO,NO APLICA,8.97,2017-07-31,-71.73164024299996,-34.044961142999966,Solares
DADINCO,ENEL GREEN POWER CHILE S.A.,FOTOVOLTAICO,NO APLICA,3.0,2020-12-31,-72.09130127299994,-36.526335366999945,Solares
MACAO,MACAO SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2019-06-30,-70.88748403699998,-33.69638933699997,Solares
ESPERANZA,RTS ENERGIA S.A.,FOTOVOLTAICO,NO APLICA,2.8656,2014-12-10,-69.62753306899998,-26.293375931999947,Solares
DOMEYKO,ARCADIA GENERACION SOLAR S.A.,FOTOVOLTAICO,NO APLICA,201.61,2015-08-03,-69.57744472299999,-24.062041127999976,Solares
YAHUTELA,CATEMU SOLAR SPA,FOTOVOLTAICO,NO APLICA,6.0,2020-06-30,-70.97277679699994,-32.78716349399997,Solares
PATRICIA DEL VERANO SOLAR,POMERAPE SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-12-31,-70.95119562799994,-33.70199992999994,Solares
PFV PICA,ATACAMA SOLAR S.A.,FOTOVOLTAICO,NO APLICA,0.6,2015-12-31,-69.44901657199995,-20.49921268999998,Solares
PANQUEHUE II,GR LINGUE SPA,FOTOVOLTAICO,NO APLICA,6.0,2018-03-31,-70.81317733899994,-32.77758135599993,Solares
VICTORIA,VICTORIA SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2018-06-30,-68.97542540899997,-22.47917791699996,Solares
CLEMENTINA,CVE PROYECTO VEINTIUNO SPA,FOTOVOLTAICO,NO APLICA,6.0,2020-06-30,-70.86337028699995,-33.121377923999944,Solares
LLANOS DE POTROSO,LLANOS DE POTROSO SPA,FOTOVOLTAICO,NO APLICA,9.0,2016-12-31,-70.86156497099995,-29.754554130999963,Solares
COLTAUCO ALMENDRO,ACUARIO SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.9,2021-06-30,-71.04631341199996,-34.270175861999974,Solares
CABILDO SUNLIGHT,CABILDO SUNLIGHT SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-12-31,-71.10053829899994,-32.45175731099994,Solares
BARCELONA,BELEN SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2019-12-31,-71.16225126599994,-34.96466652999993,Solares
PUANGUE,PSF PUANGUE SPA,FOTOVOLTAICO,NO APLICA,4.0,2020-06-30,-71.32739019999997,-33.65520615999998,Solares
COCHARCAS,FOTOVOLTAICA ALFA SPA,FOTOVOLTAICO,NO APLICA,2.8,2020-06-30,-72.09459375499995,-36.526583322999954,Solares
ANTONIA SOLAR (O'HIGGINS),FOTOVOLTAICA DELTA SPA,FOTOVOLTAICO,NO APLICA,2.9825,2019-12-31,-70.95537151099995,-34.39543967099996,Solares
RINCONADA,GR TAMARUGO SPA,FOTOVOLTAICO,NO APLICA,7.97,2017-09-30,-70.81694226599996,-34.407204225999976,Solares
TAMARICO,TAMARICO SOLAR DOS SPA,FOTOVOLTAICO,NO APLICA,152.3,2015-08-03,-70.77496756099998,-28.43668376899996,Solares
PUELCHE,PUELCHE FLUX SPHERA SPA,FOTOVOLTAICO,NO APLICA,2.6,2020-12-31,-72.33333256799995,-37.520047628999976,Solares
PLAYERON,PLAYERO SPA,FOTOVOLTAICO,NO APLICA,3.0,2021-12-31,-72.45031447999997,-35.875019502999976,Solares
VINAS DEL SOL,ANDINA SOLAR 1 SPA,FOTOVOLTAICO,NO APLICA,6.0,2018-06-30,-71.43889399899996,-33.30832923999998,Solares
ALCALDESA,PARQUE SOLAR ALCALDESA SPA,FOTOVOLTAICO,NO APLICA,6.0,2019-12-31,-72.55147121099998,-36.24368798499995,Solares
ENCON SOLAR,LOA SOLAR SPA,FOTOVOLTAICO,NO APLICA,8.494,2016-07-27,-70.74809060299998,-32.72975016799995,Solares
EL PELICANO (ATACAMA),PFV EL PELICANO SPA,FOTOVOLTAICO,NO APLICA,3.0,2022-12-31,-70.25122223499994,-27.57344985399993,Solares
LAS SALINAS - ETAPA 1,ENEL GREEN POWER CHILE S.A.,FOTOVOLTAICO,NO APLICA,198.1912,2019-12-31,-68.95385543899994,-22.855043429999967,Solares
LA PERLA,MVC SOLAR 38 SPA,FOTOVOLTAICO,NO APLICA,1.0,2019-12-31,-72.21496560699995,-37.52212519899996,Solares
EL TRILE,PFV EL TRILE SPA,FOTOVOLTAICO,NO APLICA,9.0,2019-03-31,-71.62054812899999,-35.71371599599996,Solares
ALBOR SOLAR,PARQUE SOLAR ALBOR SPA,FOTOVOLTAICO,NO APLICA,5.2,2020-06-30,-72.20968504099994,-37.59518622199994,Solares
LOS PATOS,PV LOS PATOS SPA,FOTOVOLTAICO,NO APLICA,2.9901,2018-03-31,-71.61323887999998,-35.33394322399994,Solares
LO BOZA,RIZOMA IC ENERGY SPA,FOTOVOLTAICO,NO APLICA,0.768,2020-06-30,-70.75994585699993,-33.38302400799995,Solares
MALAQUITA SOLAR II,APOLO DEL NORTE SPA,FOTOVOLTAICO,NO APLICA,8.985,2016-07-27,-70.18094080699996,-27.842633176999986,Solares
ERINOME,LUCIANO SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.75,2021-05-31,-71.71631533499993,-35.43430640899993,Solares
CURACAVI,PARQUE FOTOVOLTAICO CURACAVI SPA,FOTOVOLTAICO,NO APLICA,2.7,2020-12-31,-71.14115856499996,-33.33865337399993,Solares
TORTOLAS DEL VERANO,CALBUCO DE VERANO SPA,FOTOVOLTAICO,NO APLICA,3.0,2021-06-30,-70.52687637399998,-32.88136894999997,Solares
CALAMA SOLAR,CALAMA SOLAR 1 SPA,FOTOVOLTAICO,NO APLICA,9.0,2017-12-31,-68.87014115999995,-22.44421997299997,Solares
CHILLAN HUAMBALI HIPER,TAURO SOLAR SPA,FOTOVOLTAICO,NO APLICA,1.1,2022-12-31,-72.26382828399994,-36.67724250099997,Solares
EL MIRLO,PFV EL MIRLO SPA,FOTOVOLTAICO,NO APLICA,6.22,2020-06-30,-70.86166059899995,-34.45067673399996,Solares
PUERTO SECO SOLAR,CALAMA SOLAR 2 SPA,FOTOVOLTAICO,NO APLICA,8.959,2017-12-31,-68.87011641499998,-22.44992044199995,Solares
LUCE SOLAR,LUCE SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.696,2019-06-30,-71.58799282099994,-33.91294731499994,Solares
LLANO DE LLAMPOS,AMANECER SOLAR SPA,FOTOVOLTAICO,NO APLICA,101.02,2014-12-10,-70.17114340099994,-27.117460621999957,Solares
EL CHINCOL,PV EL CHINCOL SPA,FOTOVOLTAICO,NO APLICA,2.99,2018-06-30,-71.86056180999998,-36.28440344299997,Solares
ALIANZA,PARQUE SOLAR ALIANZA SPA,FOTOVOLTAICO,NO APLICA,4.5,2020-06-30,-70.26654891799996,-27.557622703999986,Solares
ROSARIO,GR PUMALIN SPA,FOTOVOLTAICO,NO APLICA,4.9,2020-06-30,-70.88686470199997,-34.36040432699997,Solares
BELLAVISTA 1,TAMARUGAL SOLAR 1 S.A.,FOTOVOLTAICO,NO APLICA,8.9911,2017-12-31,-69.69207866799997,-20.797074150999947,Solares
MERCURIO SUR,LOS LIBERTADORES SOLAR SPA,FOTOVOLTAICO,NO APLICA,3.0,2020-12-31,-71.40363220299997,-35.74953359299997,Solares
NIHUE,NIHUE SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.9,2021-05-31,-71.56535746099996,-33.96223151399994,Solares
QUETENA,PARQUE SOLAR QUETENA S.A.,FOTOVOLTAICO,NO APLICA,9.0,2018-06-30,-68.96161839999996,-22.45566862999993,Solares
SAN ALBERTO,DRACO SOLAR SPA,FOTOVOLTAICO,NO APLICA,3.18,2020-12-31,-72.10842642399996,-36.55637487399997,Solares
LOS LOROS,PARQUE SOLAR LOS LOROS,FOTOVOLTAICO,NO APLICA,45.8467,2016-12-31,-70.16848334599996,-27.85137752199995,Solares
COYUNCHE,PER PARINACOTA SPA,FOTOVOLTAICO,NO APLICA,2.7,2022-12-31,-72.27026005699997,-37.40445016899997,Solares
TECHOS ALTAMIRA,EERM ENERGIAS DEL FUTURO S.A.,FOTOVOLTAICO,NO APLICA,0.15,2014-12-10,-70.53801304899997,-33.479106988999945,Solares
BELENOS TIL TIL,PARSOSY BELENOS SPA,FOTOVOLTAICO,NO APLICA,9.0,2021-06-30,-70.81155155299996,-33.12030253699993,Solares
SAGRADA FAMILIA LA FORTUNA 15,FARMDO ENERGY CHILE SPA,FOTOVOLTAICO,NO APLICA,3.0,2022-12-31,-71.29489741399993,-35.018232257999955,Solares
LA GAMBOINA,PSF LA GAMBOINA SPA,FOTOVOLTAICO,NO APLICA,5.0,2021-06-30,-70.68962374899996,-34.154198346999976,Solares
SOL DEL DESIERTO,PARQUE SOLAR FOTOVOLTAICO SOL DEL DESIERTO SPA,FOTOVOLTAICO,NO APLICA,225.51,2015-08-03,-69.56209852699993,-22.20059795399993,Solares
EL TIUQUE,PFV EL TIUQUE SPA,FOTOVOLTAICO,NO APLICA,1.5,2022-06-30,-71.68849966199997,-35.61247556099994,Solares
RAUQUEN,GR PALMA SPA,FOTOVOLTAICO,NO APLICA,9.0,2018-03-31,-71.14458866399997,-34.91429560399996,Solares
ANDES SOLAR,AES ANDES,FOTOVOLTAICO,NO APLICA,21.425,2016-12-31,-68.58490714699997,-24.00854670399997,Solares
CHICAUMA DEL VERANO,PUNTIAGUDO ENERGY SPA,FOTOVOLTAICO,NO APLICA,9.0,2018-03-31,-70.92234506099999,-33.261668390999944,Solares
LLIU LLIU,ANDINA SOLAR 6 SPA,FOTOVOLTAICO,NO APLICA,3.0,2021-12-31,-71.39633607399998,-32.88726903699995,Solares
PILOTO SOLAR CARDONES,CENTRAL CARDONES S.A.,FOTOVOLTAICO,NO APLICA,0.3881,2017-03-31,-70.38502939199998,-27.487602616999936,Solares
DONIHUE,PV DONIHUE SPA,FOTOVOLTAICO,NO APLICA,7.5,2017-09-30,-70.95493464799995,-34.282974871999954,Solares
OCOA,PARQUE FOTOVOLTAICO OCOA SPA,FOTOVOLTAICO,NO APLICA,3.0,2018-03-31,-71.05888495299996,-32.796057978999954,Solares
CORSO,CORSO SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.2,2020-06-30,-70.38096727499999,-27.300152198999967,Solares
SANTA JULIA,ANDINA SOLAR 17 ESTE SPA,FOTOVOLTAICO,NO APLICA,9.0,2019-06-30,-72.37829069999998,-37.51141698899994,Solares
PEGASUS SOLAR,PEGASUS SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.98,2020-12-31,-72.02000964399997,-36.60402172099998,Solares
QUELTEHUE SOLAR,FOTOVOLTAICA EL MANZANAR SPA,FOTOVOLTAICO,NO APLICA,2.987,2020-06-30,-70.95345272099996,-34.38729242899996,Solares
GUADALUPE,GUADALUPE SOLAR SPA,FOTOVOLTAICO,NO APLICA,5.6,2017-07-31,-70.53045634699998,-32.85084015799998,Solares
TRANQUE DEL SOL,ANDINA SOLAR 13 SPA,FOTOVOLTAICO,NO APLICA,9.0,2019-12-31,-71.18748789899996,-32.72212976699996,Solares
ALMEYDA,ALMEYDA SPA,FOTOVOLTAICO,NO APLICA,56.0,2016-07-27,-70.09723720199997,-26.18980341599996,Solares
DON MATIAS,PARQUE FOTOVOLTAICO DON MATIAS SPA,FOTOVOLTAICO,NO APLICA,2.7,2022-12-31,-70.86627964499996,-34.69856510799997,Solares
PARQUE SOLAR OVEJERIA,COLBUN S.A.,FOTOVOLTAICO,NO APLICA,9.0,2018-06-30,-70.76820609899994,-33.094925064999984,Solares
LAS ROJAS,MARQUESA SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.995,2019-12-31,-71.10827228499994,-29.84332483199995,Solares
SANTA ADRIANA,PARQUE FOTOVOLTAICO SANTA ADRIANA SPA,FOTOVOLTAICO,NO APLICA,2.996,2018-12-31,-70.97138688699994,-33.69280624199996,Solares
SANTIAGO SOLAR,SANTIAGO SOLAR S.A.,FOTOVOLTAICO,NO APLICA,90.83,2018-03-31,-70.86172432299998,-33.07789826799996,Solares
CAUCE SOLAR,CAUCE SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2021-06-30,-68.82396574499995,-22.461855833999948,Solares
SAN FRANCISCO PARRAL,PARQUE SOLAR DON FLAVIO SPA,FOTOVOLTAICO,NO APLICA,1.0,2021-12-31,-71.80154736899993,-36.007570312999974,Solares
ESFENA,CVE PROYECTO NUEVE SPA,FOTOVOLTAICO,NO APLICA,6.0,2019-12-31,-70.81010220799993,-32.23694450199997,Solares
LA CHAPEANA,LA CHAPEANA SPA,FOTOVOLTAICO,NO APLICA,2.905,2016-12-31,-71.11216859099994,-30.51649577299997,Solares
VILLA ALEGRE,PARQUE SOLAR VILLA ALEGRE SPA,FOTOVOLTAICO,NO APLICA,8.999,2018-06-30,-71.70397949799997,-35.684991854999964,Solares
ALAMEDA,SAO PAULO SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-12-31,-70.71869081699998,-34.10377621599997,Solares
VILLA SOLAR,VILLAPRAT SPA,FOTOVOLTAICO,NO APLICA,2.739,2019-12-31,-71.62090978799995,-35.10735613999998,Solares
PARAGUAY,PFV LA MOLINA SPA,FOTOVOLTAICO,NO APLICA,8.887,2017-09-30,-71.32707781199997,-35.11348252099998,Solares
LAJA ANDINO,ANDINA SOLAR 10 SPA,FOTOVOLTAICO,NO APLICA,9.0,2019-06-30,-72.64852641099998,-37.281162103999975,Solares
ORION SOLAR,ORION SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.98,2020-12-31,-72.03174129799999,-36.596217114999945,Solares
VALPARAISO,PARQUE SOLAR LA ROSA SPA,FOTOVOLTAICO,NO APLICA,6.0,2020-06-30,-70.99589447699998,-32.837435288999984,Solares
TILTIL SOLAR,HANWHA Q CELLS TIL TIL UNO SPA,FOTOVOLTAICO,NO APLICA,2.48,2016-12-31,-70.81996840199997,-32.95754991899997,Solares
PIDUCO,ENEL GREEN POWER CHILE S.A.,FOTOVOLTAICO,NO APLICA,3.0,2021-06-30,-71.71156662699997,-35.42538172999997,Solares
ANUNUCA DEL VERANO,PACANA DEL VERANO SPA,FOTOVOLTAICO,NO APLICA,3.0,2022-06-30,-70.77403713099994,-32.751103211999975,Solares
HUATACONDO,AUSTRIANSOLAR CHILE CUATRO SPA,FOTOVOLTAICO,NO APLICA,88.1,2015-08-03,-69.46467796699994,-21.13582107299993,Solares
COLCHAGUA,PARQUE SOLAR LO PRADO SPA,FOTOVOLTAICO,NO APLICA,2.7,2021-12-31,-71.43882367999998,-34.518441001999975,Solares
POBLACION,POBLACION SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.95,2018-09-30,-71.55642655899999,-34.457338558999936,Solares
LLAY LLAY,XUE SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2016-07-27,-70.95841625299994,-32.85186182299998,Solares
SAN CLEMENTE FLOR DEL LLANO,VESPA SOLAR SPA,FOTOVOLTAICO,NO APLICA,4.9,2020-12-31,-71.52127401099995,-35.519519972999944,Solares
EMILIA SOLAR,ENFRAGEN CHILE SOLAR SPA,FOTOVOLTAICO,NO APLICA,3.77,2019-12-31,-71.08386462799996,-31.14174611099997,Solares
RODEO,PV RODEO SPA,FOTOVOLTAICO,NO APLICA,2.96,2018-06-30,-70.96230797299995,-32.76988623699998,Solares
PALTO SUNLIGHT,PALTO SUNLIGHT SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-06-30,-71.22946614599994,-32.95914368899997,Solares
RDCL SAN,SAN ALFONSO SOLAR SPA,FOTOVOLTAICO,NO APLICA,7.5,2019-03-31,-71.27149480499997,-33.03478222799998,Solares
ANTAY,GENERADORA DEL PACIFICO SPA,FOTOVOLTAICO,NO APLICA,9.0,2018-06-30,-70.38048721899997,-27.494282185999964,Solares
DON MARIANO,DON MARIANO ENERGY SPA,FOTOVOLTAICO,NO APLICA,2.98488,2019-06-30,-70.82311604599994,-34.49408646699993,Solares
PARQUE SANTA CRUZ,PARQUE SOLAR LO CHACON SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-06-30,-71.34392742399996,-34.59702980699996,Solares
SOLARPACK VILLA ALEMANA,ANUMAR ENERGIA DEL SOL 1 SPA,FOTOVOLTAICO,NO APLICA,2.7,2020-12-31,-71.29392941699996,-33.047004914999945,Solares
NIQUEN,MAITEN SPA,FOTOVOLTAICO,NO APLICA,2.994,2019-06-30,-71.78223286099995,-36.30390810899996,Solares
EL GUANACO SOLAR,INCAHUASI ENERGY SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-06-30,-70.86219577299994,-33.56263630999996,Solares
ATACAMA SOLAR II,ATACAMA SOLAR S.A.,FOTOVOLTAICO,NO APLICA,149.98,2015-08-03,-69.46669030499999,-20.511599541999946,Solares
SAN JOSE II,IMPULSO SOLAR SAN JOSE II SPA,FOTOVOLTAICO,NO APLICA,3.0,2022-06-30,-71.98338764199997,-36.49002084999995,Solares
JILGUERO,PFV JILGUERO SPA,FOTOVOLTAICO,NO APLICA,1.7,2022-12-31,-71.16297908999996,-35.07425136799998,Solares
CATAN SOLAR,PLANETA INVESTMENTS SPA,FOTOVOLTAICO,NO APLICA,2.995,2017-12-31,-70.60343355199996,-32.72871692899997,Solares
RIO ESCONDIDO,AR ESCONDIDO SPA,FOTOVOLTAICO,NO APLICA,157.96,2015-08-03,-70.19405308099994,-27.880864344999964,Solares
TRINIDAD,SPV P4 SPA,FOTOVOLTAICO,NO APLICA,2.99,2020-12-31,-71.56529689999996,-34.33767629199997,Solares
LOMA LOS COLORADOS,KDM ENERGIA S.A.,FOTOVOLTAICO,NO APLICA,0.764,2015-08-03,-70.79959099299998,-32.95181176999995,Solares
PRETTY FIELD,CAMPO LINDO SPA,FOTOVOLTAICO,NO APLICA,2.78,2020-12-31,-71.30721005699996,-30.69630688799998,Solares
